정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
석남도서관,42182,832,2292,832,2292,0,100
석남서초등학교,42108,5223,3016,5220,3016,3,265
석남신사거리,42149,2152,1571,2150,1571,2,120
석남신사거리,42150,2079,2864,2072,2864,7,159
석남역(5번출구),42577,21632,45797,21630,45797,2,2175
석남중앙교회,42138,3009,1880,2996,1880,13,157
석남중학교,42126,7270,5865,7251,5865,19,423
석남중학교,42128,6730,6695,6703,6695,27,433
석남초등학교,42165,10784,3248,10700,3248,84,452
석남초등학교,42167,3073,8638,3064,8638,9,377
석락아파트,37241,11211,9045,11203,9045,8,653
석락아파트,37244,2115,3956,2115,3956,0,195
석모1리마을회관,90145,62,17,62,17,0,2
석모1리마을회관,90146,7,34,7,34,0,1
석모대교(석모리방향),90137,0,24,0,24,0,0
석모대교(석모리방향),90138,30,10,30,10,0,1
석모대교(석포리방향),90139,22,0,22,0,0,0
석모대교(석포리방향),90140,13,61,12,61,1,2
석모대교(외포리방향),90121,4,51,4,51,0,1
석모대교(외포리방향),90122,35,9,34,9,1,1
석모대교전망대,90249,0,3,0,3,0,0
석모대교전망대,90250,2,7,2,7,0,0
석모도미네랄온천,90163,76,34,76,34,0,3
석모도미네랄온천,90164,5,56,5,56,0,1
석모도수목원입구(삼산초등학교),90143,11,68,11,68,0,2
석모도수목원입구(삼산초등학교),90144,100,39,98,39,2,4
석모도자연휴양림입구,90151,4,5,4,5,0,0
석모도자연휴양림입구,90152,12,17,12,17,0,0
석바위,37365,23276,20130,23238,20130,38,1400
석바위,37370,54679,41142,54645,41142,34,3091
석바위시장,37378,2327,6763,2318,6763,9,293
석바위시장,37381,24115,25171,24081,25171,34,1589
석바위시장,37382,22898,20355,22874,20355,24,1395
석바위시장,37384,5271,3970,5263,3970,8,298
석바위시장,37544,3154,4290,3141,4290,13,240
석바위시장역,37373,4830,5622,4809,5622,21,337
석바위시장역,37374,4178,4924,4170,4924,8,293
석산,43375,0,41,0,41,0,1
석산,43833,31,1,30,1,1,1
석산로,92051,961,421,955,421,6,44
석산로,92052,430,555,425,555,5,31
석암초등학교,37412,4295,4300,4290,4300,5,277
석암초등학교앞,37407,15132,9225,15101,9225,31,785
석정여자고등학교,39416,1701,288,1701,288,0,64
석정여자고등학교,39418,154,1946,154,1946,0,67
석조여래입상앞,43663,0,22,0,22,0,0
석조여래입상앞,43692,70,1,70,1,0,2
석천사거리,39308,682,834,682,834,0,48
석천사거리역,39317,4126,7259,4123,7259,3,367
석천사거리역,39320,3081,3381,3065,3381,16,208
석천시장,39502,752,4413,752,4413,0,166
석포리마을회관,90191,32,6,32,6,0,1
석포리마을회관,90192,3,35,3,35,0,1
석포항,90203,14,61,14,61,0,2
선경그린빌라,42307,2361,1600,2361,1600,0,127
선경그린빌라,42541,117,851,117,851,0,31
선경아파트,40238,7113,1887,7113,1887,0,290
선광,38542,1,275,1,275,0,8
선광,38543,205,12,205,12,0,7
선녀바위유원지,35004,864,40,864,40,0,29
선녀바위유원지,35006,239,852,239,852,0,35
선녀바위해수욕장,35484,1408,246,1408,246,0,53
선녀바위해수욕장,35485,322,1357,321,1357,1,54
선동,43248,1,25,1,25,0,0
선동,43886,71,4,71,4,0,2
선두1리,43009,293,105,293,105,0,12
선두1리,43099,46,202,40,202,6,8
선두4리마을회관,43242,21,1,21,1,0,0
선두4리마을회관,43644,9,29,9,29,0,1
선두5리어판장입구,90131,4,39,4,39,0,1
선두5리어판장입구,90132,28,3,28,3,0,1
선릉역,23218,2984,4,2984,4,0,96
선릉역,23259,26,4599,26,4599,0,149
선린감리교회,40043,3712,2082,3708,2082,4,186
선린감리교회,40047,4612,6311,4609,6311,3,352
선바위역,66002,1121,38499,1121,38499,0,1278
선바위역2번출구(광역),66001,21480,770,21480,770,0,717
선수,43433,0,6,0,6,0,0
선수,43483,28,7,28,7,0,1
선수여객선착장,43429,210,195,192,195,18,13
선수여객선착장,43479,8,41,8,41,0,1
선수촌사거리,39889,201,700,201,700,0,29
선수촌사거리,39890,335,394,335,394,0,23
선원면사무소앞,90067,1,31,1,31,0,1
선원면사무소앞,90068,10,6,10,6,0,0
선원면주민센터,43042,190,415,189,415,1,19
선원면주민센터,43070,502,167,493,167,9,21
선원사,43305,0,1,0,1,0,0
선원사,43742,19,14,19,14,0,1
선원사초입,43307,11,5,9,5,2,0
선원사초입,43756,4,3,4,3,0,0
선원초등학교,43044,60,197,60,197,0,8
선원초등학교,43045,214,66,211,66,3,9
선유고등학교,28017,11298,718,11298,718,0,387
선유고등학교,28018,760,12675,760,12675,0,433
선재대교,44085,9,0,9,0,0,0
선재대교,44175,1,4,1,4,0,0
선재대교입구,44005,36,497,36,497,0,17
선재대교입구,44006,554,41,554,41,0,19
선재바다낚시터,44146,2,0,2,0,0,0
선주삼거리,41481,15,76,15,76,0,2
선주지교회,41482,23,42,23,42,0,2
선주지교회,41503,5,1,5,1,0,0
선주지다리,41480,4,56,4,56,0,1
선주지다리,41501,2,5,2,5,0,0
선주지회차지,41483,19,53,19,53,0,2
선학동행정복지센터.정광아파트,38297,1386,1262,1383,1262,3,85
선학사거리,38295,1334,4075,1333,4075,1,174
선학아파트,38232,6246,1727,6246,1727,0,257
선학아파트,38343,3478,10511,3470,10511,8,451
선학어린이집,38300,2072,1965,2031,1965,41,130
선학역,38305,32935,15247,32926,15247,9,1554
선학역(1번출구),38306,20331,25312,20306,25312,25,1472
선학중학교,38283,967,906,955,906,12,60
선학체육관(하키경기장),38308,3155,1980,3145,1980,10,165
선학체육관(하키경기장),38309,2715,4350,2712,4350,3,227
선행리입구,43908,44,108,44,108,0,4
선행리입구,43909,43,0,42,0,1,1
설호아파트,43378,19,78,19,78,0,3
설호아파트,43618,171,47,165,47,6,7
성강지식산업센터,39837,576,731,576,731,0,42
성경,43603,144,15,144,15,0,5
성경,43771,25,135,25,135,0,5
성리중학교,39969,22,21,22,21,0,1
성리중학교,39979,1,196,1,196,0,6
성리초등학교,39200,21125,20320,21082,20320,43,1336
성리초등학교,39201,9746,16336,9730,16336,16,841
성문교회,39462,456,4,455,4,1,14
성문아파트,39591,4107,1567,4107,1567,0,183
성문아파트(문화연립),39257,3132,4193,3132,4193,0,236
성민병원,42159,15551,15138,15510,15138,41,989
성민병원,42162,14188,16875,14168,16875,20,1002
성보공업,42007,1886,2321,1879,2321,7,135
성산교회,40572,1076,6047,1076,6047,0,229
성신아크릴산업,89313,133,1,123,1,10,4
성신아크릴산업,89327,5,161,5,161,0,5
성웅아파트,42048,3793,2714,3790,2714,3,209
성웅아파트,42051,4069,2664,4063,2664,6,217
성원기계,92016,1606,1635,1606,1635,0,104
성원빌딩.우편취급국,37425,11281,6429,11281,6429,0,571
성원아파트,70022,2418,10,2418,10,0,78
성일산업,39787,1073,1477,1073,1477,0,82
성일산업,39788,1032,793,1032,793,0,58
성일아파트후문앞,40311,840,536,840,536,0,44
성지아파트,38017,24107,40751,24096,40751,11,2092
성지아파트,41025,5585,3851,5585,3851,0,304
성지초등학교,41033,2005,3561,1980,3561,25,179
성지초등학교,41034,2572,1718,2555,1718,17,138
성터지,43038,297,85,296,85,1,12
성터지,43039,69,252,69,252,0,10
성호아파트,38204,11735,11312,11735,11312,0,743
세광2차아파트,43758,2068,649,2043,649,25,87
세광2차아파트,43857,408,1588,402,1588,6,64
세광아파트,43049,1025,2136,1015,2136,10,101
세광아파트,43050,2545,789,2529,789,16,107
세농푸드,41510,27,0,27,0,0,0
세우산업,39094,1978,4327,1978,4327,0,203
세월천사거리,40489,2529,9136,2529,9136,0,376
세일빌라.인천산림조합,39158,2587,1201,2579,1201,8,122
세일빌라.인천산림조합,39159,4815,4025,4814,4025,1,285
세현정공,39033,1020,1877,1020,1877,0,93
세화파렛텍,90216,44,38,44,38,0,2
센타빌딩,39902,11776,13655,11776,13655,0,820
센트럴공원,38490,880,3131,880,3131,0,129
센트럴파크1,38463,600,121,600,121,0,23
센트럴파크2,38464,407,374,407,374,0,25
센트럴파크역,38397,8622,1411,8622,1411,0,323
센트럴파크역,38574,930,2660,930,2660,0,115
센트럴파크푸르지오아파트,38544,1939,1199,1936,1199,3,101
센트럴파크푸르지오아파트,38545,1028,1731,1027,1731,1,89
센트럴푸르지오501동앞,92071,1535,426,1535,426,0,63
셀트리온(주),38319,182,408,182,408,0,19
셀트리온(주)앞,38513,434,360,434,360,0,25
셀트리온2공장앞,38474,1172,788,1172,788,0,63
셀트리온2공장앞,38475,1753,826,1753,826,0,83
소게,43185,2,119,1,119,1,3
소게,43243,94,0,91,0,3,3
소구월사거리,39266,5050,11812,5033,11812,17,543
소구월사거리,39268,4551,3535,4507,3535,44,260
소나무,43396,65,0,65,0,0,2
소나무,43805,0,47,0,47,0,1
소담(장미)마을입구,90236,0,4,0,4,0,0
소담(장미)마을입구,90237,5,0,5,0,0,0
소동,43412,83,1,82,1,1,2
소동,43829,2,196,2,196,0,6
소똑골 입구,90424,7,3,7,3,0,0
소래도서관,39829,10,379,7,379,3,12
소래산등산로입구,39770,0,44,0,44,0,1
소래산등산로입구,39771,21,3,21,3,0,0
소래산입구,39668,1,441,1,441,0,14
소래산입구,39670,575,5,575,5,0,18
소래역사관,39816,169,1430,168,1430,1,51
소래역사관,39817,3051,117,3038,117,13,102
소래초등학교,39615,290,335,290,335,0,20
소래포구,39815,734,78,729,78,5,26
소래포구,39818,70,2750,70,2750,0,90
소래포구 해오름광장,92074,61,1239,61,1239,0,41
소래포구역,39647,3532,1527,3532,1527,0,163
소래포구역,39648,2610,5571,2608,5571,2,263
소래포구역,39710,1514,33,1501,33,13,49
소래포구역앞,92063,2387,1069,2387,1069,0,111
소래포구역종점,39793,865,40,849,40,16,29
소래포구입구,70009,822,200,814,200,8,32
소래포구입구(논현푸르지오A),39109,377,928,375,928,2,42
소래포구입구(논현푸르지오A),39114,291,174,291,174,0,15
소래풍림아파트,39122,2583,738,2567,738,16,107
소리공원(하모니로),38721,687,856,683,856,4,49
소리공원(하모니로),38722,217,454,217,454,0,21
소망탑빌라,40116,13,371,13,371,0,12
소방대앞,90022,12,74,12,74,0,2
소방대앞,90023,226,20,226,20,0,7
소산서원,70011,201,791,201,791,0,32
소산서원,70012,354,377,354,377,0,23
소장전,43996,10,25,10,25,0,1
소장전,43997,4,3,4,3,0,0
소촌마을,41662,169,11,169,11,0,5
속아지,43344,30,0,27,0,3,0
속아지,43848,0,20,0,20,0,0
솔밭마을,38193,903,303,903,303,0,38
솔빛마을,36034,8940,9176,8920,9176,20,584
솔빛마을,36037,5932,6411,5928,6411,4,398
솔빛마을주공아파트,36049,9992,6913,9987,6913,5,545
솔빛마을주공아파트,36050,9887,11994,9882,11994,5,705
솔빛주공2단지,36045,972,741,959,741,13,55
솔안공원,38348,11636,6692,11623,6692,13,591
솔정,43526,24,1,22,1,2,0
솔정,43871,2,17,2,17,0,0
솔정1리마을회관,90085,0,1,0,1,0,0
솔정마을,43129,52,8,49,8,3,1
솔정마을,43811,8,2,8,2,0,0
솔정마을,43872,25,63,22,63,3,2
솔정마을,90108,0,8,0,8,0,0
솔정정미소,43130,20,11,20,11,0,1
솔정정미소,43134,33,9,33,9,0,1
솔터마을입구,80327,1039,317,1036,317,3,43
솔터마을입구,80336,1127,997,1126,997,1,68
솔펜션,44177,0,1,0,1,0,0
송곡촌,43439,23,44,23,44,0,2
송곡촌,43815,59,21,58,21,1,2
송내고교입구,11014,77,444,77,444,0,16
송내고교입구,11015,705,152,705,152,0,27
송내고등학교,40219,2285,2886,2278,2886,7,166
송내남부역,40761,45,1253,45,1253,0,41
송내역.로데오거리,55267,5183,26853,5181,26853,2,1033
송내역.영화의거리,55263,22939,6714,22936,6714,3,956
송내역남부,56002,90698,73860,90698,73860,0,5308
송내역남부,56005,103313,83439,103219,83439,94,6024
송담초등학교,38667,2507,796,2507,796,0,106
송담초등학교,38668,877,2424,877,2424,0,106
송도1동행정복지센터,38012,5648,13633,5643,13633,5,621
송도2동행정복지센터,38492,5056,2998,5048,2998,8,259
송도2동행정복지센터,38588,1352,2267,1352,2267,0,116
송도MTB파크,38746,200,279,200,279,0,15
송도SK뷰(101동),38635,1795,978,1795,978,0,89
송도SK뷰(105동),38632,205,686,205,686,0,28
송도SK뷰(105동),38633,1103,209,1103,209,0,42
송도sk뷰,38707,971,3853,963,3853,8,155
송도sk뷰,38708,720,1496,720,1496,0,71
송도고입구,38215,3617,2412,3614,2412,3,194
송도고입구,38221,1558,908,1554,908,4,79
송도공영차고지,38472,580,68,580,68,0,20
송도국제교입구,38597,269,0,269,0,0,8
송도국제도시디에트르시그니처뷰,38771,2812,1627,2812,1627,0,143
송도글로벌캠퍼스푸르지오아파트,38711,804,670,804,670,0,47
송도누리공원,38663,4016,4725,4016,4725,0,281
송도누리공원,38664,1084,3654,1084,3654,0,152
송도달빛축제공원,38776,281,371,281,371,0,21
송도달빛축제공원역,38696,20971,3683,20964,3683,7,795
송도달빛축제공원역,38697,3049,16651,3049,16651,0,635
송도더샵그린스퀘어,39843,3536,1573,3533,1573,3,164
송도더샵그린워크,38526,1118,294,1118,294,0,45
송도더샵그린워크2차,38493,2262,3159,2261,3159,1,174
송도더샵마스터뷰21단지,38578,6185,985,6182,985,3,231
송도더샵마스터뷰22단지,38693,760,410,760,410,0,37
송도더샵마스터뷰22단지(2202동),38698,240,492,240,492,0,23
송도더샵마스터뷰22단지(2202동),38712,395,1356,395,1356,0,56
송도더샵마스터뷰22단지(정문),38694,357,1387,357,1387,0,56
송도더샵마스터뷰22단지(하행),38695,354,560,354,560,0,29
송도더샵마스터뷰23단지,38441,3278,3204,3276,3204,2,209
송도더샵마스터뷰23단지,38442,592,6308,590,6308,2,222
송도더샵마스터뷰23단지(정문),38692,1615,331,1615,331,0,62
송도더샵센트럴시티,39842,2411,3337,2403,3337,8,185
송도더샵센트럴시티.글로벌캠퍼스푸르지오,38647,5572,1235,5572,1235,0,219
송도더샵퍼스트월드,38589,1059,1578,1059,1578,0,85
송도더샵퍼스트월드(동문),38013,18029,6997,18021,6997,8,807
송도더샵퍼스트월드(서문),38381,3495,1497,3491,1497,4,161
송도더샵퍼스트월드B동.C동,38425,3979,2390,3979,2390,0,205
송도더샵퍼스트월드D동,38009,1868,1813,1866,1813,2,118
송도더샵퍼스트파크14단지,38560,538,3870,533,3870,5,142
송도더샵퍼스트파크14단지,38577,2869,344,2869,344,0,103
송도더샵퍼스트파크15단지,38559,237,1034,235,1034,2,41
송도더샵퍼스트파크15단지,38576,1045,164,1045,164,0,39
송도더샵하버뷰2차,38467,2593,13107,2585,13107,8,506
송도동일하이빌파크포레아파트,38680,2886,1087,2876,1087,10,128
송도라마다호텔앞,38065,2304,4815,2298,4815,6,229
송도라마다호텔앞,38067,11996,8113,11973,8113,23,648
송도랜드마크시티13호근린공원,38738,652,2383,652,2383,0,97
송도랜드마크시티13호근린공원,38739,1670,505,1670,505,0,70
송도랜드마크푸르지오시티,38747,998,1887,998,1887,0,93
송도베르디움더퍼스트후문,39985,1514,5035,1514,5035,0,211
송도세브란스병원,38651,25,780,25,780,0,25
송도센트럴파크,38452,2780,6264,2780,6264,0,291
송도센트럴파크역,38563,2051,995,2040,995,11,98
송도소방서(송도스마트밸리),39801,1680,2631,1680,2631,0,139
송도스마트밸리,39802,4158,1671,4158,1671,0,188
송도스포츠센터(LNG야구장),39721,1593,1102,1593,1102,0,86
송도아트윈푸르지오,38549,643,562,635,562,8,38
송도아트윈푸르지오,38562,1,391,1,391,0,12
송도에듀포레푸르지오,39921,1513,3040,1513,3040,0,146
송도에듀포레푸르지오후문,39986,5262,989,5262,989,0,201
송도역,38213,2418,1796,2418,1796,0,135
송도역,38505,8576,16345,8570,16345,6,803
송도역,38669,1002,1494,1002,1494,0,80
송도영남아파트,38224,8823,6791,8822,6791,1,503
송도오션파크베르디움,38642,1231,18528,1230,18528,1,637
송도요양원,38144,1709,2444,1709,2444,0,133
송도유원지(도로교통공단),38081,11301,12812,11258,12812,43,777
송도유원지(도로교통공단),38088,19309,7547,19257,7547,52,866
송도자이하버뷰,38521,3085,1985,3085,1985,0,163
송도자이하버뷰1단지,38468,17471,2439,17465,2439,6,642
송도자이하버뷰2단지(202동),38488,1719,3438,1703,3438,16,166
송도자이하버뷰2단지(205동),38455,551,486,551,486,0,33
송도자이하버뷰2단지(정문),38465,2824,1918,2823,1918,1,152
송도자이하버뷰2단지(정문),38498,2098,1868,2097,1868,1,127
송도재래시장,38207,5907,7595,5894,7595,13,435
송도재래시장,38210,8891,7562,8886,7562,5,530
송도재래시장,38220,6124,2220,6124,2220,0,269
송도제2차고지,38703,740,28,709,28,31,24
송도제2차고지입구,38735,516,820,509,820,7,43
송도중학교,35155,12321,13031,12293,13031,28,817
송도지웰푸르지오시티,38424,6660,10287,6649,10287,11,546
송도채석장,38175,598,2181,598,2181,0,89
송도체육센터,38699,175,803,175,803,0,31
송도체육센터,38700,801,205,800,205,1,32
송도컨벤시아,38367,1795,6154,1793,6154,2,256
송도컨벤시아,38369,2427,1444,2422,1444,5,124
송도컨벤시아남문,38660,2450,1242,2450,1242,0,119
송도컨벤시아남문,38661,1226,2321,1226,2321,0,114
송도타임스페이스,38720,2048,6560,2044,6560,4,277
송도테크노파크IT센터,38752,18,1078,16,1078,2,35
송도테크노파크IT센터,39929,4600,2332,4600,2332,0,223
송도파크레인동일하이빌,38625,20,87,20,87,0,3
송도파크레인동일하이빌,38626,679,1,679,1,0,21
송도파크레인입구,38538,538,3217,538,3217,0,121
송도파크레인입구,38539,1313,1448,1313,1448,0,89
송도파크자이,38627,679,461,678,461,1,36
송도파크자이,38628,2,511,2,511,0,16
송도파크자이아파트,38638,9147,8544,9122,8544,25,570
송도파크자이아파트정문,38677,1170,5157,1170,5157,0,204
송도푸르지오월드마크,38426,5948,6852,5948,6852,0,412
송도푸르지오하버뷰,38494,3298,4580,3297,4580,1,254
송도풍림아이원1단지,38033,3269,26223,3256,26223,13,951
송도풍림아이원2단지,38025,10272,15910,10258,15910,14,844
송도풍림아이원2단지,38026,10031,5710,10019,5710,12,507
송도풍림아이원2단지,38034,26465,2939,26447,2939,18,948
송도풍림아이원4단지,38032,4088,9792,4077,9792,11,447
송도힐스테이트,38479,17078,6946,17071,6946,7,774
송도힐스테이트5단지,38393,5965,7202,5963,7202,2,424
송도힐스테이트6단지,38554,13,86,13,86,0,3
송동마을.서초힐스아파트,22962,1647,130,1647,130,0,57
송림119안전센터,36165,45,246,45,246,0,9
송림3.5동행정복지센터(재능대정문),36030,1667,8089,1667,8089,0,314
송림4동행정복지센터(재능대후문),36127,2102,2152,2098,2152,4,137
송림고가교,37491,2461,1355,2456,1355,5,123
송림고가교,37492,1193,2514,1193,2514,0,119
송림고개(도화신동아아파트),37439,9927,8919,9907,8919,20,607
송림고개(도화신동아아파트),37501,11321,7877,11297,7877,24,619
송림동진로아파트,36154,325,300,325,300,0,20
송림동진로아파트,36155,101,764,101,764,0,27
송림빌라,43316,37,0,37,0,0,1
송림빌라,43775,1,30,1,30,0,1
송림시장,36015,228,363,228,363,0,19
송림오거리,36131,14550,3707,14534,3707,16,588
송림오거리,36132,3480,9767,3471,9767,9,427
송림주유소,36090,623,435,623,435,0,34
송림체육관,36130,468,63,468,63,0,17
송림체육관,36148,32,281,32,281,0,10
송림체육관후문,36152,261,718,261,718,0,31
송림체육관후문,36153,646,343,645,343,1,31
송림휴먼시아,36124,5,822,5,822,0,26
송림휴먼시아,36125,39,1446,39,1446,0,47
송마3리,80157,985,23,983,23,2,32
송마3리,80158,21,409,21,409,0,13
송마리입구,80159,70,757,70,757,0,26
송마리입구,80160,390,178,388,178,2,18
송명초등학교,92013,3665,432,3665,432,0,132
송산,43482,59,17,59,17,0,2
송산,43710,39,78,34,78,5,3
송산교회,43956,15,23,15,23,0,1
송산삼거리,43480,52,4,51,4,1,1
송산삼거리,43611,2,37,2,37,0,1
송암박두성생가입구,90396,0,20,0,20,0,0
송암박두성생가입구,90397,24,0,23,0,1,0
송월동동화마을,35189,6071,3259,6045,3259,26,300
송월동동화마을,35190,3208,8298,3206,8298,2,371
송월아파트,35193,2778,628,2778,628,0,109
송월아파트,35194,979,3130,979,3130,0,132
송정역,25184,56,3688,56,3688,0,120
송정역,,5674,76,5674,76,0,185
송학둥지아파트,38584,4324,4409,4315,4409,9,281
송학둥지아파트,38585,3297,3415,3295,3415,2,216
송해교회,43384,286,84,281,84,5,11
송해교회,43769,87,318,87,318,0,13
송해면사무소,43708,32,136,32,136,0,5
송해면사무소,43809,84,32,84,32,0,3
송해삼거리,43386,401,96,398,96,3,16
송해삼거리,43819,80,549,79,549,1,20
송해초등학교,43807,33,170,33,170,0,6
송해초등학교,43820,146,18,144,18,2,5
송현시장.수도국산달동네박물관,36019,7705,5538,7664,5538,41,427
송현시장.수도국산달동네박물관,36020,6041,22351,6021,22351,20,915
송현시장.수도국산달동네박물관,36025,47,580,44,580,3,20
송현아파트,36065,5827,3464,5824,3464,3,299
송현아파트,36067,1952,4136,1952,4136,0,196
송현주공아파트,36073,821,2679,821,2679,0,112
송현주공아파트,36080,10523,5322,10501,5322,22,511
송현주공아파트후문,36162,582,2862,581,2862,1,111
쇠골큰말,89318,87,54,87,54,0,4
쇠골큰말,89321,63,24,61,24,2,2
수곡(월곳리),43191,36,0,36,0,0,1
수곡(월곳리),43620,0,13,0,13,0,0
수광티티아이,90215,35,32,35,32,0,2
수도군수지원단(장애인복지관),40825,5789,1519,5780,1519,9,235
수도군수지원단(장애인복지관),40826,17,1826,14,1826,3,59
수림공원,39347,1619,788,1619,788,0,77
수림공원,39351,792,1616,792,1616,0,77
수변로삼거리,40367,1026,607,1026,607,0,52
수변로삼거리,40370,2676,5281,2676,5281,0,256
수봉공원,37289,1680,1597,1680,1597,0,105
수봉공원,37569,1205,3620,1205,3620,0,155
수봉공원.인천수봉문화회관입구,37362,12628,6714,12609,6714,19,623
수봉공원.인천수봉문화회관입구,37369,8580,13788,8579,13788,1,721
수봉마을쉼터,37570,2920,3754,2920,3754,0,215
수봉마을쉼터,37571,2911,1970,2911,1970,0,157
수부촌,43041,154,241,154,241,0,12
수산동,39175,362,731,360,731,2,35
수산동,39176,285,433,285,433,0,23
수양관,43245,22,43,21,43,1,2
수양관,43645,92,19,92,19,0,3
수인곡물시장,35134,2930,2436,2901,2436,29,173
수정제입구,90290,8,6,8,6,0,0
수촌,43111,109,3,104,3,5,3
수촌,43358,3,105,3,105,0,3
수출산업단지6공단입구,40009,3886,4790,3877,4790,9,279
수출산업단지6공단입구,40010,2210,2524,2208,2524,2,152
수행마을.홈플러스,80074,764,34,764,34,0,25
수행마을.홈플러스,80075,107,637,107,637,0,24
수현마을,39487,2308,3300,2305,3300,3,180
수현마을,39488,5560,4931,5542,4931,18,338
수협,43060,178,1068,177,1068,1,40
수협,43062,3366,9717,3338,9717,28,422
수협(인천해양센터),35080,2709,117,2685,117,24,91
수협(인천해양센터),35081,50,4145,49,4145,1,135
수협온수지점,90411,1406,506,1399,506,7,61
수협온수지점,90413,367,1489,364,1489,3,59
순복음교회,37253,8517,28447,8510,28447,7,1192
순복음교회,39181,19713,7965,19657,7965,56,892
순복음교회,40661,13424,7587,13424,7587,0,677
순천향대학병원.부명고,55037,7813,1027,7811,1027,2,285
숭덕여중고입구,39461,11766,24042,11733,24042,33,1155
숭덕여중고입구,39463,15788,12761,15751,12761,37,920
숭덕여중고입구,39466,6174,920,6084,920,90,228
숭뢰2리,43421,100,231,94,231,6,10
숭뢰2리,43704,211,32,208,32,3,7
숭보사입구,40851,149,24,149,24,0,5
숭보사입구,40918,1,62,1,62,0,2
숭의1.3동(극동아파트),37328,592,650,589,650,3,40
숭의1.3동(극동아파트),37337,460,864,457,864,3,42
숭의2동행정복지센터,37563,1897,2274,1897,2274,0,134
숭의교회,37269,17712,10622,17703,10622,9,914
숭의교회,37271,12758,15585,12755,15585,3,914
숭의로터리,37265,5867,18678,5846,18678,21,791
숭의로터리,37266,15661,5869,15634,5869,27,694
숭의로터리,37273,18802,8500,18783,8500,19,880
숭의로터리.도원체육관,37276,8196,13245,8189,13245,7,691
숭의목공예마을앞,37313,8239,8998,8237,8998,2,556
숭의목공예마을앞,37315,6408,7112,6400,7112,8,436
숭의박문아파트,37353,1304,2328,1296,2328,8,117
숭의박문아파트,37354,2467,1307,2457,1307,10,121
숭의보건지소,37532,13694,3913,13687,3913,7,567
숭의역(1번출구),37510,44980,22011,44922,22011,58,2161
숭의역(2번출구),37211,26505,33849,26483,33849,22,1946
숭의역(3번출구),35133,1055,4246,1053,4246,2,171
숭의역(4번출구),35135,4006,2462,4004,2462,2,208
숭의초등학교,37296,1167,599,1157,599,10,56
숭의초등학교,37308,1315,3809,1315,3809,0,165
숭의초등학교입구,37287,1748,1535,1743,1535,5,105
쉐보레인천서비스,40433,1405,4485,1404,4485,1,190
쉐보레출고사무소,89160,1977,19,1977,19,0,64
쉴낙원인천장례식장,41458,1272,2568,1272,2568,0,123
스카이시티자이.화성파크드림,35650,2925,6666,2925,6666,0,309
스타파이브입구,35428,421,46,421,46,0,15
스타파이브입구,35429,15,362,15,362,0,12
스태츠칩팩코리아,35641,10,498,10,498,0,16
스태츠칩팩코리아,35642,432,10,432,10,0,14
스틸랜드,70228,137,509,137,509,0,20
스틸랜드,70229,371,158,371,158,0,17
스포월드골프연습장,42439,93,147,93,147,0,7
스포월드골프연습장,42440,19,111,16,111,3,4
승기천,39169,1079,6130,1077,6130,2,232
승기천,39170,691,4189,690,4189,1,157
시대아파트,38340,15648,12273,15648,12273,0,900
시리미,43330,49,57,49,57,0,3
시리미,43631,15,0,15,0,0,0
시립가좌테니스장,37581,239,1353,239,1353,0,51
시립가좌테니스장,37582,179,2682,179,2682,0,92
시민공원,37359,14624,5571,14591,5571,33,651
시민공원(문화창작지대)역,37344,24140,23605,24115,23605,25,1540
시민공원(문화창작지대)역,37346,33756,28779,33725,28779,31,2017
시민공원.문화창작지대,37334,17896,33957,17860,33957,36,1672
시민공원.문화창작지대,37468,1822,1317,1822,1317,0,101
시민공원역.포레나미추홀,37319,5066,50327,5057,50327,9,1786
시민공원역.포레나미추홀,37326,102525,18597,102416,18597,109,3907
시민의숲.양재꽃시장,31002,14941,4754,14941,4754,0,635
시민의숲.양재꽃시장,31003,1889,5850,1889,5850,0,249
시장로터리(중앙철재),40261,2169,1737,2165,1737,4,126
시청광장입구,39217,16360,21485,16360,21485,0,1220
시청광장입구,39218,21886,16973,21877,16973,9,1253
시흥대야역.영남아파트,70027,465,1905,465,1905,0,76
시흥대야역.영남아파트,70028,2132,772,2132,772,0,93
시흥보건소,70015,1810,447,1810,447,0,72
시흥보건소,70016,462,1787,462,1787,0,72
시흥영업소,25846,193,93,193,93,0,9
시흥영업소,25847,83,147,83,147,0,7
신골입구,43998,11,41,11,41,0,1
신골입구,43999,34,15,34,15,0,1
신광주유소,43470,7,6,7,6,0,0
신광주유소,43524,8,9,8,9,0,0
신광초등학교,35142,301,518,301,518,0,26
신기.남부종합시장(진흥사거리),37217,49691,30061,49592,30061,99,2572
신기.남부종합시장(진흥사거리),37219,16094,29896,16071,29896,23,1483
신김포농협대곶지점,80147,70,38,70,38,0,3
신김포농협대곶지점,80148,180,157,178,157,2,10
신논현역,32055,10433,71,10433,71,0,338
신논현역.우신빌딩,31057,79,6188,79,6188,0,202
신당리동촌부락,90090,32,0,32,0,0,1
신당리동촌부락,90091,2,4,2,4,0,0
신당리마을회관,90087,1,1,1,1,0,0
신당리마을회관,90088,0,2,0,2,0,0
신당촌,90114,3,4,3,4,0,0
신대진중앙아파트,41271,4071,2826,4071,2826,0,222
신대진중앙아파트,41274,2017,3641,2017,3641,0,182
신도실업(주),40625,522,1765,522,1765,0,73
